SCHOOL,SCHOOL NAME,ATTD DATE,%ATTD
30Q450,LONG ISLAND CITY HIGH SCHOOL,12/12/2024 12:00:00 AM,73.47
30Q501,FRANK SINATRA SCHOOL OF THE ARTS HIGH SCHOOL,12/12/2024 12:00:00 AM,93.16
30Q502,INFORMATION TECHNOLOGY HIGH SCHOOL,12/12/2024 12:00:00 AM,77.84
30Q555,ATLAS,12/12/2024 12:00:00 AM,70.14
30Q575,ACADEMY OF AMERICAN STUDIES,12/12/2024 12:00:00 AM,85.16
30Q580,BACCALAUREATE SCHOOL FOR GLOBAL EDUCATION,12/12/2024 12:00:00 AM,93.95
31R001,P.S. 001 TOTTENVILLE,12/12/2024 12:00:00 AM,93.05
31R002,I.S. R002 GEORGE L. EGBERT,12/12/2024 12:00:00 AM,89.65
31R003,P.S. 003 THE MARGARET GIOIOSA SCHOOL,12/12/2024 12:00:00 AM,92.68
31R004,P.S. 004 MAURICE WOLLIN,12/12/2024 12:00:00 AM,90.59
31R006,P.S. 6 CORPORAL ALLAN F. KIVLEHAN SCHOOL,12/12/2024 12:00:00 AM,91.54
31R007,I.S. 007 ELIAS BERNSTEIN,12/12/2024 12:00:00 AM,93.13
31R008,P.S. 8 SHIRLEE SOLOMON,12/12/2024 12:00:00 AM,94.86
31R009,NAPLES STREET ELEMENTARY SCHOOL,12/12/2024 12:00:00 AM,93.65
31R010,FORT HILL COLLABORATIVE ELEMENTARY SCHOOL,12/12/2024 12:00:00 AM,86.59
31R011,P.S. 11 THOMAS DONGAN SCHOOL,12/12/2024 12:00:00 AM,93.63
31R013,P.S. 013 M. L. LINDEMEYER,12/12/2024 12:00:00 AM,92.13
31R016,P.S. 016 JOHN J. DRISCOLL,12/12/2024 12:00:00 AM,87.16
31R018,P.S. 018 JOHN G. WHITTIER,12/12/2024 12:00:00 AM,86.83
31R019,P.S. 019 THE CURTIS SCHOOL,12/12/2024 12:00:00 AM,91.08
31R020,P.S. 020 PORT RICHMOND,12/12/2024 12:00:00 AM,90.84
31R021,P.S. 21 MARGARET EMERY ELM PARK,12/12/2024 12:00:00 AM,86.54
31R022,P.S. 022 GRANITEVILLE,12/12/2024 12:00:00 AM,90.33
31R023,P.S. 023 RICHMONDTOWN,12/12/2024 12:00:00 AM,93.13
31R024,I.S. 024 MYRA S. BARNES,12/12/2024 12:00:00 AM,94.57
31R026,P.S. 026 THE CARTERET SCHOOL,12/12/2024 12:00:00 AM,93.06
31R027,I.S. 027 ANNING S. PRALL,12/12/2024 12:00:00 AM,88.76
31R028,THE EAGLE ACADEMY FOR YOUNG MEN OF STATEN ISLAND,12/12/2024 12:00:00 AM,89.71
31R029,P.S. 029 BARDWELL,12/12/2024 12:00:00 AM,90.97
31R030,P.S. 030 WESTERLEIGH,12/12/2024 12:00:00 AM,88.69
31R031,P.S. 031 WILLIAM T. DAVIS,12/12/2024 12:00:00 AM,88.21
31R032,P.S. 032 THE GIFFORD SCHOOL,12/12/2024 12:00:00 AM,89.47
31R034,I.S. 034 TOTTENVILLE,12/12/2024 12:00:00 AM,94.77
31R035,P.S. 35 THE CLOVE VALLEY SCHOOL,12/12/2024 12:00:00 AM,96.19
31R036,P.S. 036 J. C. DRUMGOOLE,12/12/2024 12:00:00 AM,93.17
31R038,P.S. 038 GEORGE CROMWELL,12/12/2024 12:00:00 AM,94.76
31R039,P.S. 39 FRANCIS J. MURPHY JR.,12/12/2024 12:00:00 AM,92.87
31R041,THE STEPHANIE A. VIERNO SCHOOL,12/12/2024 12:00:00 AM,92.58
31R042,P.S. 042 ELTINGVILLE,12/12/2024 12:00:00 AM,91.2
31R044,P.S. 044 THOMAS C. BROWN,12/12/2024 12:00:00 AM,86.22
31R045,P.S. 045 JOHN TYLER,12/12/2024 12:00:00 AM,90.06
31R046,P.S. 046 ALBERT V. MANISCALCO,12/12/2024 12:00:00 AM,92.98
31R047,CSI HIGH SCHOOL FOR INTERNATIONAL STUDIES,12/12/2024 12:00:00 AM,95.54
31R048,P.S. 048 WILLIAM G. WILCOX,12/12/2024 12:00:00 AM,93.75
31R049,I.S. 49 BERTA A. DREYFUS,12/12/2024 12:00:00 AM,88.39
31R050,P.S. 050 FRANK HANKINSON,12/12/2024 12:00:00 AM,91.05
31R051,I.S. 051 EDWIN MARKHAM,12/12/2024 12:00:00 AM,89.18
31R052,P.S. 052 JOHN C. THOMPSON,12/12/2024 12:00:00 AM,90.4
31R053,THE BARBARA ESSELBORN SCHOOL,12/12/2024 12:00:00 AM,89.23
31R054,P.S. 054 CHARLES W. LENG,12/12/2024 12:00:00 AM,89.89
31R055,P.S. 055 HENRY M. BOEHM,12/12/2024 12:00:00 AM,95.93
31R056,P.S. 56 THE LOUIS DESARIO SCHOOL,12/12/2024 12:00:00 AM,93.32
31R057,P.S. 057 HUBERT H. HUMPHREY,12/12/2024 12:00:00 AM,90.28
31R058,SPACE SHUTTLE COLUMBIA SCHOOL,12/12/2024 12:00:00 AM,93.57
31R059,THE HARBOR VIEW SCHOOL,12/12/2024 12:00:00 AM,92.06
31R060,P.S. 060 ALICE AUSTEN,12/12/2024 12:00:00 AM,92.06
31R061,I.S. 061 WILLIAM A MORRIS,12/12/2024 12:00:00 AM,86.43
31R062,THE KATHLEEN GRIMM SCHOOL FOR LEADERSHIP AND SUSTA,12/12/2024 12:00:00 AM,93.17
31R063,MARSH AVENUE SCHOOL FOR EXPEDITIONARY LEARNING,12/12/2024 12:00:00 AM,92.49
31R064,GAYNOR MCCOWN EXPEDITIONARY LEARNING SCHOOL,12/12/2024 12:00:00 AM,92.19
31R065,P.S. 65 THE ACADEMY OF INNOVATIVE LEARNING,12/12/2024 12:00:00 AM,89.67
31R066,THE RICHMOND PRE K CENTER,12/12/2024 12:00:00 AM,81.04
31R068,PORT RICHMOND SCHOOL FOR VISIONARY LEARNING,12/12/2024 12:00:00 AM,86.31
31R069,P.S. 069 DANIEL D. TOMPKINS,12/12/2024 12:00:00 AM,89.2
31R072,I.S. 072 ROCCO LAURIE,12/12/2024 12:00:00 AM,89.79
31R074,P.S. 74 FUTURE LEADERS ELEMENTARY SCHOOL,12/12/2024 12:00:00 AM,83.2
31R075,I.S. 075 FRANK D. PAULO,12/12/2024 12:00:00 AM,93.98
31R078,P.S. 78,12/12/2024 12:00:00 AM,87.36
31R080,THE MICHAEL J. PETRIDES SCHOOL,12/12/2024 12:00:00 AM,92.24
31R084,THE WAVERLY ACADEMY OF EMPOWERED LEARNERS,12/12/2024 12:00:00 AM,87.11
31R085,THE YOUNG WOMENS LEADERSHIP SCHOOL OF STATEN ISLA,12/12/2024 12:00:00 AM,85.87
31R440,NEW DORP HIGH SCHOOL,12/12/2024 12:00:00 AM,82.6
31R445,PORT RICHMOND HIGH SCHOOL,12/12/2024 12:00:00 AM,72.28
31R450,CURTIS HIGH SCHOOL,12/12/2024 12:00:00 AM,71.94
31R455,TOTTENVILLE HIGH SCHOOL,12/12/2024 12:00:00 AM,89.16
31R460,SUSAN E. WAGNER HIGH SCHOOL,12/12/2024 12:00:00 AM,88.49
31R470,CONCORD HIGH SCHOOL,12/12/2024 12:00:00 AM,51
31R600,RALPH R. MCKEE CAREER AND TECHNICAL EDUCATION HIGH,12/12/2024 12:00:00 AM,79.67
31R605,STATEN ISLAND TECHNICAL HIGH SCHOOL,12/12/2024 12:00:00 AM,98.1
31R861,STATEN ISLAND SCHOOL OF CIVIC LEADERSHIP,12/12/2024 12:00:00 AM,92.84
32K045,P.S. I.S. 045 HORACE E. GREENE,12/12/2024 12:00:00 AM,91.87
32K075,P.S. 075 MAYDA CORTIELLA,12/12/2024 12:00:00 AM,91.2
32K086,P.S. 086 THE IRVINGTON,12/12/2024 12:00:00 AM,95.75
32K106,P.S. 106 EDWARD EVERETT HALE,12/12/2024 12:00:00 AM,87.27
32K116,P.S. 116 ELIZABETH L FARRELL,12/12/2024 12:00:00 AM,90.93
32K123,P.S. 123 SUYDAM,12/12/2024 12:00:00 AM,92.67
32K145,P.S. 145 ANDREW JACKSON,12/12/2024 12:00:00 AM,86.6
32K151,P.S. 151 LYNDON B. JOHNSON,12/12/2024 12:00:00 AM,93.18
32K162,J.H.S. 162 THE WILLOUGHBY,12/12/2024 12:00:00 AM,91.9
32K168,THE BROOKLYN SCHOOL FOR MATH AND RESEARCH,12/12/2024 12:00:00 AM,81.51
32K274,P.S. 274 KOSCIUSKO,12/12/2024 12:00:00 AM,85.81
32K291,J.H.S. 291 ROLAND HAYES,12/12/2024 12:00:00 AM,91.39
32K299,P.S. 299 THOMAS WARREN FIELD,12/12/2024 12:00:00 AM,91.4
32K347,I.S. 347 SCHOOL OF HUMANITIES,12/12/2024 12:00:00 AM,90.9
32K349,"I.S. 349 MATH, SCIENCE TECH.",12/12/2024 12:00:00 AM,88.33
32K376,P.S. 376,12/12/2024 12:00:00 AM,90.79
32K377,P.S. 377 ALEJANDRINA B. DE GAUTIER,12/12/2024 12:00:00 AM,94.71
32K383,J.H.S. 383 PHILIPPA SCHUYLER,12/12/2024 12:00:00 AM,92.85
32K384,P.S. I.S. 384 FRANCES E. CARTER,12/12/2024 12:00:00 AM,87.94
32K403,ACADEMY FOR EXCELLENCE IN LEADERSHIP,12/12/2024 12:00:00 AM,80
32K545,EBC HIGH SCHOOL FOR PUBLIC SERVICE BUSHWICK,12/12/2024 12:00:00 AM,80.09
32K549,THE BROOKLYN SCHOOL FOR SOCIAL JUSTICE,12/12/2024 12:00:00 AM,72.55
32K552,THE ACADEMY OF URBAN PLANNING AND ENGINEERING,12/12/2024 12:00:00 AM,81.73
32K554,ALL CITY LEADERSHIP SECONDARY SCHOOL,12/12/2024 12:00:00 AM,93.25
32K556,BUSHWICK LEADERS HIGH SCHOOL FOR ACADEMIC EXCELLEN,12/12/2024 12:00:00 AM,84.03
32K562,EVERGREEN MIDDLE SCHOOL FOR URBAN EXPLORATION,12/12/2024 12:00:00 AM,96.03
32K564,BUSHWICK COMMUNITY HIGH SCHOOL,12/12/2024 12:00:00 AM,77.14
75K004,P.S. K004,12/12/2024 12:00:00 AM,85.44
75K036,P.S. 36,12/12/2024 12:00:00 AM,81.74
75K053,P.S. K053,12/12/2024 12:00:00 AM,81.67
75K077,P.S. K077,12/12/2024 12:00:00 AM,84.08
75K140,P.S. K140,12/12/2024 12:00:00 AM,85.95
75K141,P.S. K141,12/12/2024 12:00:00 AM,81.55
75K231,P.S. K231,12/12/2024 12:00:00 AM,85.16
75K368,P.S. 368,12/12/2024 12:00:00 AM,75
75K369,P.S. K369 COY L. COX SCHOOL,12/12/2024 12:00:00 AM,84.27
75K370,P.S. 370,12/12/2024 12:00:00 AM,87.9
75K371,P.S. 371 LILLIAN L. RASHKIS,12/12/2024 12:00:00 AM,69.79
75K372,P.S. 372 THE CHILDREN S SCHOOL,12/12/2024 12:00:00 AM,85.99
75K373,P.S. 373 BROOKLYN TRANSITION CENTER,12/12/2024 12:00:00 AM,82.54
75K396,SID MILLER ACADEMY,12/12/2024 12:00:00 AM,85.8
75K721,P.S. K721 BROOKLYN OCCUPATIONAL TRAINING CENTER,12/12/2024 12:00:00 AM,86.95
75K753,P.S. K753 SCHOOL FOR CAREER DEVELOPMENT,12/12/2024 12:00:00 AM,70.66
75K771,P.S. K771,12/12/2024 12:00:00 AM,83.85
75K811,P.S. K811 CONNIE LEKAS SCHOOL,12/12/2024 12:00:00 AM,81.09
75M035,P.S. 035,12/12/2024 12:00:00 AM,66.16
75M079,P.S. M079 HORAN SCHOOL,12/12/2024 12:00:00 AM,78.79
75M094,P.S. M094,12/12/2024 12:00:00 AM,81.64
75M138,P.S. 138,12/12/2024 12:00:00 AM,81.59
75M169,P.S. M169 ROBERT F. KENNEDY,12/12/2024 12:00:00 AM,87.68
75M226,P.S. M226,12/12/2024 12:00:00 AM,85.06
75M721,P.S. M721 MANHATTAN OCCUPATIONAL TRAINING CENTER,12/12/2024 12:00:00 AM,75.84
75M751,MANHATTAN SCHOOL FOR CAREER DEVELOPMENT,12/12/2024 12:00:00 AM,75.92
75M811,P.S. M811 MICKEY MANTLE SCHOOL,12/12/2024 12:00:00 AM,84.19
75Q004,P.S. Q004,12/12/2024 12:00:00 AM,87.78
75Q009,P.S. 009,12/12/2024 12:00:00 AM,82.54
75Q023,P.S. Q023 QUEENS CHILDREN CENTER,12/12/2024 12:00:00 AM,78.81
75Q075,ROBERT E. PEARY SCHOOL,12/12/2024 12:00:00 AM,84.62
75Q177,P.S. Q177,12/12/2024 12:00:00 AM,86.99
75Q224,P.S. Q224,12/12/2024 12:00:00 AM,88.02
75Q233,P.S. Q233,12/12/2024 12:00:00 AM,88.92
75Q255,P.S. Q255,12/12/2024 12:00:00 AM,88.09
75Q256,P.S. Q256,12/12/2024 12:00:00 AM,72.41
75Q277,THE RIVERVIEW SCHOOL,12/12/2024 12:00:00 AM,85.84
75Q721,JOHN F. KENNEDY JR. SCHOOL,12/12/2024 12:00:00 AM,79.74
75Q752,QUEENS TRANSITION CENTER,12/12/2024 12:00:00 AM,76.38
75Q811,P.S. Q811,12/12/2024 12:00:00 AM,86.98
75Q993,P.S. Q993,12/12/2024 12:00:00 AM,83.78
75R025,SOUTH RICHMOND HIGH SCHOOL I.S. P.S. 25,12/12/2024 12:00:00 AM,81.52
75R037,THE DAVID MARQUIS SCHOOL OF THE ARTS,12/12/2024 12:00:00 AM,85.68
75R373,P.S. R373,12/12/2024 12:00:00 AM,85.69
75R721,THE RICHARD H. HUNGERFORD SCHOOL,12/12/2024 12:00:00 AM,87.05
75X010,P.S. X010,12/12/2024 12:00:00 AM,86.09
75X012,P.S. X012 LEWIS AND CLARK SCHOOL,12/12/2024 12:00:00 AM,85
75X017,P.S. X017,12/12/2024 12:00:00 AM,83.76
75X168,P.S. 168,12/12/2024 12:00:00 AM,88.25
75X176,P.S. X176,12/12/2024 12:00:00 AM,87.84
75X186,P186X WALTER J. DAMROSCH SCHOOL,12/12/2024 12:00:00 AM,83.4
75X188,P.S. X188,12/12/2024 12:00:00 AM,87.29
75X352,THE VIDA BOGART SCHOOL FOR ALL CHILDREN,12/12/2024 12:00:00 AM,86.12
75X469,THE BRONX SCHOOL FOR CONTINUOUS LEARNERS,12/12/2024 12:00:00 AM,82.95
75X596,P.S. X596,12/12/2024 12:00:00 AM,86.55
75X643,P.S. X643,12/12/2024 12:00:00 AM,84.16
75X721,P.S. X721 STEPHEN MCSWEENEY SCHOOL,12/12/2024 12:00:00 AM,81.04
75X723,P.S. 723,12/12/2024 12:00:00 AM,83.2
75X754,J. M. RAPPORT SCHOOL CAREER DEVELOPMENT,12/12/2024 12:00:00 AM,58.59
75X811,P.S. X811,12/12/2024 12:00:00 AM,77.18
01M015,P.S. 015 ROBERTO CLEMENTE,12/12/2024 12:00:00 AM,91.82
01M020,P.S. 020 ANNA SILVER,12/12/2024 12:00:00 AM,86.52
01M034,P.S. 034 FRANKLIN D. ROOSEVELT,12/12/2024 12:00:00 AM,92.22
01M063,THE STAR ACADEMY P.S.63,12/12/2024 12:00:00 AM,88
01M064,P.S. 064 ROBERT SIMON,12/12/2024 12:00:00 AM,91.89
01M110,P.S. 110 FLORENCE NIGHTINGALE,12/12/2024 12:00:00 AM,90.82
01M134,P.S. 134 HENRIETTA SZOLD,12/12/2024 12:00:00 AM,92.77
01M140,P.S. 140 NATHAN STRAUS,12/12/2024 12:00:00 AM,77.2
01M142,P.S. 142 AMALIA CASTRO,12/12/2024 12:00:00 AM,85.67
01M184,P.S. 184M SHUANG WEN,12/12/2024 12:00:00 AM,95.31
01M188,P.S. 188 THE ISLAND SCHOOL,12/12/2024 12:00:00 AM,95
01M292,ORCHARD COLLEGIATE ACADEMY,12/12/2024 12:00:00 AM,81.36
01M315,THE EAST VILLAGE COMMUNITY SCHOOL,12/12/2024 12:00:00 AM,94.65
01M332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,12/12/2024 12:00:00 AM,82.96
01M361,THE CHILDREN S WORKSHOP SCHOOL,12/12/2024 12:00:00 AM,88.27
01M363,NEIGHBORHOOD SCHOOL,12/12/2024 12:00:00 AM,92.99
01M364,EARTH SCHOOL,12/12/2024 12:00:00 AM,93.14
01M378,SCHOOL FOR GLOBAL LEADERS,12/12/2024 12:00:00 AM,93.28
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,12/12/2024 12:00:00 AM,92.05
01M450,EAST SIDE COMMUNITY SCHOOL,12/12/2024 12:00:00 AM,87.5
01M458,FORSYTH SATELLITE ACADEMY,12/12/2024 12:00:00 AM,39.22
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,12/12/2024 12:00:00 AM,69.17
01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH",12/12/2024 12:00:00 AM,95.11
01M650,CASCADES HIGH SCHOOL,12/12/2024 12:00:00 AM,41.61
01M696,BARD HIGH SCHOOL EARLY COLLEGE,12/12/2024 12:00:00 AM,90.28
01M839,TOMPKINS SQUARE MIDDLE SCHOOL,12/12/2024 12:00:00 AM,88.27
02M001,P.S. 001 ALFRED E. SMITH,12/12/2024 12:00:00 AM,85.18
02M002,P.S. 002 MEYER LONDON,12/12/2024 12:00:00 AM,89.05
02M003,P.S. 003 CHARRETTE SCHOOL,12/12/2024 12:00:00 AM,94.35
02M006,P.S. 006 LILLIE D. BLAKE,12/12/2024 12:00:00 AM,93.9
02M011,P.S. 011: THE SARAH J. GARNET ELEMENTARY SCHOOL,12/12/2024 12:00:00 AM,90.94
02M033,P.S. 033 CHELSEA PREP,12/12/2024 12:00:00 AM,89.4
02M040,P.S. 040 AUGUSTUS SAINT GAUDENS,12/12/2024 12:00:00 AM,95.35
02M041,P.S. 041 GREENWICH VILLAGE,12/12/2024 12:00:00 AM,95.63
02M042,P.S. 042 BENJAMIN ALTMAN,12/12/2024 12:00:00 AM,90.38
02M047,47 THE AMERICAN SIGN LANGUAGE AND ENGLISH SECONDAR,12/12/2024 12:00:00 AM,86.89
02M051,P.S. 051 ELIAS HOWE,12/12/2024 12:00:00 AM,86.04
02M059,P.S. 059 BEEKMAN HILL INTERNATIONAL,12/12/2024 12:00:00 AM,93.25
02M077,P.S. 77 LOWER LAB SCHOOL,12/12/2024 12:00:00 AM,93.68
02M089,P.S. 89,12/12/2024 12:00:00 AM,92.6
02M104,J.H.S. 104 SIMON BARUCH,12/12/2024 12:00:00 AM,94.06
02M111,P.S. 111 ADOLPH S. OCHS,12/12/2024 12:00:00 AM,88.71
02M114,EAST SIDE MIDDLE SCHOOL,12/12/2024 12:00:00 AM,96.69
02M116,P.S. 116 MARY LINDLEY MURRAY,12/12/2024 12:00:00 AM,86.33
02M124,P.S. 124 YUNG WING,12/12/2024 12:00:00 AM,94.5
02M126,P.S. 126 JACOB AUGUST RIIS,12/12/2024 12:00:00 AM,91.6
02M130,P.S. 130 HERNANDO DE SOTO,12/12/2024 12:00:00 AM,96.62
02M131,M.S. 131,12/12/2024 12:00:00 AM,93.46
02M135,THE URBAN ASSEMBLY EARLY COLLEGE HIGH SCHOOL OF EM,12/12/2024 12:00:00 AM,75.7
02M139,STEPHEN T. MATHER BUILDING ARTS CRAFTSMANSHIP HI,12/12/2024 12:00:00 AM,79.47
02M150,P.S. 150,12/12/2024 12:00:00 AM,94.77
02M151,YORKVILLE COMMUNITY SCHOOL,12/12/2024 12:00:00 AM,94.7
02M158,P.S. 158 BAYARD TAYLOR,12/12/2024 12:00:00 AM,93.69
02M167,J.H.S. 167 ROBERT F. WAGNER,12/12/2024 12:00:00 AM,94.08
02M177,YORKVILLE EAST MIDDLE SCHOOL,12/12/2024 12:00:00 AM,96.38
02M183,P.S. 183 ROBERT L. STEVENSON,12/12/2024 12:00:00 AM,93.08
02M198,P.S. 198 ISIDOR E. IDA STRAUS,12/12/2024 12:00:00 AM,92.88
02M212,P.S. 212 MIDTOWN WEST,12/12/2024 12:00:00 AM,87.3
02M217,P.S. I.S. 217 ROOSEVELT ISLAND,12/12/2024 12:00:00 AM,94.01
02M225,ELLA BAKER SCHOOL,12/12/2024 12:00:00 AM,92.2
02M234,P.S. 234 INDEPENDENCE SCHOOL,12/12/2024 12:00:00 AM,95.44
02M255,M.S. 255 SALK SCHOOL OF SCIENCE,12/12/2024 12:00:00 AM,94.97
02M260,THE CLINTON SCHOOL,12/12/2024 12:00:00 AM,94.59
02M267,"EAST SIDE ELEMENTARY SCHOOL, PS 267",12/12/2024 12:00:00 AM,94.85
02M276,BATTERY PARK CITY SCHOOL,12/12/2024 12:00:00 AM,93.21
02M280,MANHATTAN EARLY COLLEGE SCHOOL FOR ADVERTISING,12/12/2024 12:00:00 AM,79.38
02M281,THE RIVER SCHOOL,12/12/2024 12:00:00 AM,89.84
02M282,URBAN ASSEMBLY MAKER ACADEMY,12/12/2024 12:00:00 AM,78.87
02M288,FOOD AND FINANCE HIGH SCHOOL,12/12/2024 12:00:00 AM,65.55
02M289,I.S. 289,12/12/2024 12:00:00 AM,94.61
02M290,P.S. 290 MANHATTAN NEW SCHOOL,12/12/2024 12:00:00 AM,95.08
02M294,ESSEX STREET ACADEMY,12/12/2024 12:00:00 AM,87.46
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,12/12/2024 12:00:00 AM,70.99
02M297,M.S. 297,12/12/2024 12:00:00 AM,87.66
02M298,PACE HIGH SCHOOL,12/12/2024 12:00:00 AM,59.06
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,",12/12/2024 12:00:00 AM,75.75
02M303,"FACING HISTORY SCHOOL, THE",12/12/2024 12:00:00 AM,80.46
02M305,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",12/12/2024 12:00:00 AM,78.17
02M308,LOWER MANHATTAN ARTS ACADEMY,12/12/2024 12:00:00 AM,70
02M312,NEW YORK CITY LAB MIDDLE SCHOOL FOR COLLABORATIVE,12/12/2024 12:00:00 AM,96.52
02M313,"JAMES BALDWIN SCHOOL, THE: A SCHOOL FOR EXPEDITION",12/12/2024 12:00:00 AM,73.75
02M316,"URBAN ASSEMBLY SCHOOL OF BUSINESS FOR YOUNG WOMEN,",12/12/2024 12:00:00 AM,68.8
02M340,SIXTH AVENUE ELEMENTARY SCHOOL,12/12/2024 12:00:00 AM,91.27
02M343,THE PECK SLIP SCHOOL,12/12/2024 12:00:00 AM,87.29
02M347,THE 47 AMERICAN SIGN LANGUAGE ENGLISH LOWER SCHO,12/12/2024 12:00:00 AM,87.65
02M374,GRAMERCY ARTS HIGH SCHOOL,12/12/2024 12:00:00 AM,89.23
02M376,NYC ISCHOOL,12/12/2024 12:00:00 AM,89.21
02M391,DISTRICT 2 PRE K CENTER,12/12/2024 12:00:00 AM,82.51
02M392,MANHATTAN BUSINESS ACADEMY,12/12/2024 12:00:00 AM,83.87
02M393,BUSINESS OF SPORTS SCHOOL,12/12/2024 12:00:00 AM,78.28
02M394,EMMA LAZARUS HIGH SCHOOL,12/12/2024 12:00:00 AM,90.26
02M395,A SCHOOL WITHOUT WALLS,12/12/2024 12:00:00 AM,77.03
02M397,SPRUCE STREET SCHOOL,12/12/2024 12:00:00 AM,96.38
02M399,THE HIGH SCHOOL FOR LANGUAGE AND DIPLOMACY,12/12/2024 12:00:00 AM,76.42
02M400,HIGH SCHOOL FOR ENVIRONMENTAL STUDIES,12/12/2024 12:00:00 AM,85.38
02M407,INSTITUTE FOR COLLABORATIVE EDUCATION,12/12/2024 12:00:00 AM,95.83
02M408,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,12/12/2024 12:00:00 AM,81.28
02M411,BARUCH COLLEGE CAMPUS HIGH SCHOOL,12/12/2024 12:00:00 AM,94.14
02M412,N.Y.C. LAB SCHOOL FOR COLLABORATIVE STUDIES,12/12/2024 12:00:00 AM,91.08
02M413,SCHOOL OF THE FUTURE HIGH SCHOOL,12/12/2024 12:00:00 AM,92.95
02M414,N.Y.C. MUSEUM SCHOOL,12/12/2024 12:00:00 AM,91.27
02M416,ELEANOR ROOSEVELT HIGH SCHOOL,12/12/2024 12:00:00 AM,96.84
02M418,MILLENNIUM HIGH SCHOOL,12/12/2024 12:00:00 AM,95.48
02M419,LANDMARK HIGH SCHOOL,12/12/2024 12:00:00 AM,73.98
02M420,HIGH SCHOOL FOR HEALTH PROFESSIONS AND HUMAN SERVI,12/12/2024 12:00:00 AM,80.57
02M422,QUEST TO LEARN,12/12/2024 12:00:00 AM,79.52
02M425,LEADERSHIP AND PUBLIC SERVICE HIGH SCHOOL,12/12/2024 12:00:00 AM,78.68
02M427,MANHATTAN ACADEMY FOR ARTS LANGUAGE,12/12/2024 12:00:00 AM,61.72
02M432,MURRAY HILL ACADEMY,12/12/2024 12:00:00 AM,89.36
02M437,HUDSON HIGH SCHOOL OF LEARNING TECHNOLOGIES,12/12/2024 12:00:00 AM,80.31
02M438,INTERNATIONAL HIGH SCHOOL AT UNION SQUARE,12/12/2024 12:00:00 AM,84.74
02M439,MANHATTAN VILLAGE ACADEMY,12/12/2024 12:00:00 AM,94.85
02M442,"BALLET TECH, NYC PUBLIC SCHOOL FOR DANCE",12/12/2024 12:00:00 AM,91.07
02M449,VANGUARD HIGH SCHOOL,12/12/2024 12:00:00 AM,82.29
02M459,MANHATTAN INTERNATIONAL HIGH SCHOOL,12/12/2024 12:00:00 AM,79.72
02M475,STUYVESANT HIGH SCHOOL,12/12/2024 12:00:00 AM,97.14
02M489,HIGH SCHOOL OF ECONOMICS AND FINANCE,12/12/2024 12:00:00 AM,82.65
02M500,UNITY CENTER FOR URBAN TECHNOLOGIES,12/12/2024 12:00:00 AM,71.7
02M507,URBAN ASSEMBLY GATEWAY SCHOOL FOR TECHNOLOGY,12/12/2024 12:00:00 AM,92.3
02M519,TALENT UNLIMITED HIGH SCHOOL,12/12/2024 12:00:00 AM,83.44
02M520,MURRY BERGTRAUM HIGH SCHOOL FOR BUSINESS CAREERS,12/12/2024 12:00:00 AM,74.04
02M527,P.S. 527 EAST SIDE SCHOOL FOR SOCIAL ACTION,12/12/2024 12:00:00 AM,91.92
02M529,JACQUELINE KENNEDY ONASSIS HIGH SCHOOL,12/12/2024 12:00:00 AM,73.24
02M531,REPERTORY COMPANY HIGH SCHOOL FOR THEATRE ARTS,12/12/2024 12:00:00 AM,90.09
02M533,UNION SQUARE ACADEMY FOR HEALTH SCIENCES,12/12/2024 12:00:00 AM,75.92
02M534,HARVEST COLLEGIATE HIGH SCHOOL,12/12/2024 12:00:00 AM,74.52
02M542,MANHATTAN BRIDGES HIGH SCHOOL,12/12/2024 12:00:00 AM,86.32
02M543,NEW DESIGN HIGH SCHOOL,12/12/2024 12:00:00 AM,90.33
02M544,INDEPENDENCE HIGH SCHOOL,12/12/2024 12:00:00 AM,54.57
02M545,HIGH SCHOOL FOR DUAL LANGUAGE AND ASIAN STUDIES,12/12/2024 12:00:00 AM,97.8
02M546,ACADEMY FOR SOFTWARE ENGINEERING,12/12/2024 12:00:00 AM,83.48
02M550,LIBERTY HIGH SCHOOL ACADEMY FOR NEWCOMERS,12/12/2024 12:00:00 AM,82.74
02M551,URBAN ASSEMBLY NEW YORK HARBOR SCHOOL,12/12/2024 12:00:00 AM,80.11
02M560,HIGH SCHOOL M560 CITY AS SCHOOL,12/12/2024 12:00:00 AM,38.01
02M565,URBAN ACADEMY LABORATORY HIGH SCHOOL,12/12/2024 12:00:00 AM,NS
02M570,SATELLITE ACADEMY HIGH SCHOOL,12/12/2024 12:00:00 AM,57.74
02M575,MANHATTAN COMPREHENSIVE NIGHT AND DAY HIGH SCHOOL,12/12/2024 12:00:00 AM,NS
02M580,RICHARD R. GREEN HIGH SCHOOL OF TEACHING,12/12/2024 12:00:00 AM,84.39
02M586,HARVEY MILK HIGH SCHOOL,12/12/2024 12:00:00 AM,67.39
